Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
15354324066,"Aug 5, 2025, 3:15:37 PM",🦋,Run,8mi cutdown 😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨,3331,12.88,168.0,54,false,,Saucony Endorphin Pro 4 white,activities/16397344833.fit.gz,,,3331.0,3331.0,12879.7,5.0,3.867,107.0,127.0,2167.0,2198.0,13.8,-0.2,,,88.0,83.0,168.0,151.0,,261.0,724.0,,,54.0,,,,,,,,,263.0,3332.0,,,0.0,,1.0,13142.2,1754406016.0,2.0,22.4,21.2,4.0,0.3,1014.9,4.2,9.6,239.0,0.0,1754397568.0,1754447104.0,0.375,,24840238.0,0.0,1.0,0.45,55036.0,2.0,,,,,,3.867,12879.7,,,,9260.0,0.0,,476.0,227.0,3.945,,,,,,,,,,,,""
15347720960,"Aug 5, 2025, 2:16:45 AM",6 x curve strides,Run,🌬️,321,0.56,155.0,2,false,,Nike Invincible 3 grey/pink,activities/16390270152.fit.gz,,,321.0,321.0,560.0,4.9,1.745,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,89.0,155.0,137.0,,,55.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,564.2,,,,,,,,,,,,,,,,24327008.0,,,,,,,,,,,1.745,0.0,,,,370.0,0.0,,,,,,,,,,,,,,,,""
15347598777,"Aug 5, 2025, 1:48:44 AM",shake,Run,shake shake señora 🎶,1531,4.85,125.0,4,false,,Nike Invincible 3 grey/pink,activities/16390135417.fit.gz,,,1531.0,1531.0,4849.1,3.48,3.167,0.0,0.0,0.0,0.0,0.0,0.0,,,80.0,77.0,125.0,116.0,,,207.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,4849.1,,,,,,,,,,,,,,,,24327008.0,,,,,,,,,,,3.167,0.0,,,,3932.0,0.0,,,,,,,,,,,,,,,,""
15343868189,"Aug 4, 2025, 5:19:35 PM",monday,Run,tired legs today.,2992,9.66,165.0,26,false,,ASICS Novablast 5 grey,activities/16386172785.fit.gz,,,2992.0,2806.0,9659.0,4.9,3.442,96.0,107.0,2073.0,2116.0,28.6,-0.1,,,90.0,82.0,165.0,141.0,,233.0,551.0,,,26.0,,,,,,,,,227.0,2993.0,,,0.0,,1.0,9987.7,1754326784.0,1.0,25.2,24.4,-3.3,0.15,1012.8,6.2,12.0,239.0,0.0,1754311168.0,1754360832.0,0.375,,24861984.0,0.0,1.0,0.0,67010.0,8.0,,,,,,3.228,8943.5,,,,7682.0,0.0,,318.0,196.0,3.559,,,,,,,,,,,,""
15333414360,"Aug 3, 2025, 3:13:56 PM",looooooooong,Run,😮‍💨😮‍💨😮‍💨 tough day out there today.,6914,20.94,167.0,104,false,,Nike Invincible 3 grey/pink,activities/16374895094.fit.gz,,,6914.0,6235.0,20939.7,4.7,3.358,244.0,266.0,2225.0,2358.0,36.4,-0.1,,,88.0,81.0,167.0,151.0,,228.0,1350.0,,,104.0,,,,,,,,,221.0,6915.0,,,0.0,,1.0,21709.3,1754233216.0,1.0,21.5,23.7,-10.2,0.11,1015.1,1.8,5.0,281.0,0.0,1754224640.0,1754274432.0,0.375,,24327008.0,0.0,1.0,0.0,70800.0,2.0,,,,,,3.029,20939.7,,,,17040.0,0.0,,698.0,191.0,3.482,,,,,,,,,,,,""
15324858852,"Aug 3, 2025, 12:00:19 AM",tready oop,Run,"lazy today, didn’t bother venturing out somewhere to run.",2964,9.66,133.0,10,false,,ASICS Novablast 5 grey,activities/16365744700.fit.gz,,,2964.0,2831.0,9661.1,4.08,3.413,0.0,0.0,0.0,0.0,0.0,0.0,,,86.0,77.0,133.0,120.0,,,406.0,,,10.0,,,,,,,,,,,,,0.0,,1.0,9661.0,,,,,,,,,,,,,,,,24861984.0,,,,,,,,,,,3.259,0.0,,,,7298.0,0.0,,,,,,,,,,,,,,,,""
15314270462,"Aug 2, 2025, 2:22:13 AM",shake 🫨,Run,long ah day.,1196,3.88,129.0,4,false,,Nike Invincible 3 grey/pink,activities/16354389883.fit.gz,,,1196.0,1196.0,3883.5,3.74,3.247,0.0,0.0,0.0,0.0,0.0,0.0,,,82.0,77.0,129.0,120.0,,,170.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,3882.6,,,,,,,,,,,,,,,,24327008.0,,,,,,,,,,,3.247,0.0,,,,3062.0,0.0,,,,,,,,,,,,,,,,""
15310191801,"Aug 1, 2025, 4:21:17 PM",very baby cooldown,Run,cooked cooked cooked.,337,1.12,167.0,7,false,,Saucony Endorphin Pro 4 white,activities/16350037371.fit.gz,,,337.0,337.0,1122.0,4.2,3.329,9.0,12.0,2165.0,2174.0,16.7,-0.4,,,84.0,81.0,167.0,154.0,,219.0,75.0,,,7.0,,,,,,,,,218.0,338.0,,,0.0,,1.0,1150.2,1754064000.0,1.0,22.5,23.4,7.5,0.38,1018.9,3.3,8.5,204.0,0.0,1754051712.0,1754101760.0,0.25,,24840238.0,0.0,1.0,0.05,45661.0,5.0,,,,,,3.329,1122.0,,,,906.0,0.0,,33.0,188.0,3.413,,,,,,,,,,,,""
15310191911,"Aug 1, 2025, 3:44:25 PM","oh goody, a workout 🫠",Run,"died dead again. whoopie! 3mi, 8x30sec",2108,7.86,171.0,57,false,,Saucony Endorphin Pro 4 white,activities/16350037381.fit.gz,,,2108.0,2051.0,7864.0,5.8,3.834,71.0,72.0,2161.0,2180.0,19.0,0.1,,,92.0,83.0,171.0,163.0,,258.0,497.0,,,57.0,,,,,,,,,259.0,2109.0,,,0.0,,1.0,8079.2,1754060416.0,1.0,20.3,22.2,8.0,0.45,1019.2,2.3,6.1,228.0,0.0,1754051712.0,1754101760.0,0.25,,24840238.0,0.0,1.0,0.0,38644.0,2.0,,,,,,3.731,7864.0,,,,5682.0,0.0,,291.0,223.0,3.939,,,,,,,,,,,,""
15309570285,"Aug 1, 2025, 3:10:47 PM",wu,Run,first buffalo!,957,3.22,154.0,4,false,,Nike Invincible 3 grey/pink,activities/16349378821.fit.gz,,,957.0,957.0,3222.2,3.9,3.367,16.0,19.0,2164.0,2179.0,8.3,0.0,,,85.0,82.0,154.0,135.0,,225.0,176.0,,,4.0,,,,,,,,,224.0,958.0,,,0.0,,1.0,3277.7,1754060416.0,1.0,20.3,22.2,8.0,0.45,1019.2,2.3,6.1,228.0,0.0,1754051712.0,1754101760.0,0.25,,24327008.0,0.0,1.0,0.0,38644.0,2.0,,,,,,3.367,3222.2,,,,2610.0,0.0,,99.0,193.0,3.425,,,,,,,,,,,,""
15299629869,"Jul 31, 2025, 4:36:26 PM",6x15sec strides,Run,literally so cooked 🍳,452,0.59,160.0,0,false,,ASICS Novablast 5 grey,activities/16338739117.fit.gz,,,452.0,120.0,594.0,7.8,4.95,12.0,18.0,2098.0,2104.0,40.2,-0.7,,,104.0,95.0,160.0,138.0,,265.0,58.0,,,0.0,,,,,,,,,135.0,453.0,,,0.0,,1.0,640.7,1753977600.0,1.0,23.2,22.9,2.6,0.26,1016.7,4.4,8.9,218.0,0.0,1753965312.0,1754015488.0,0.125,,24861984.0,0.0,1.0,0.13,56802.0,5.0,,,,,,1.314,594.0,,,,456.0,0.0,,16.0,116.0,5.339,,,,,,,,,,,,""
15299410665,"Jul 31, 2025, 3:05:10 PM","bagel with (me) schmear(ed on the side of the road, dead)",Run,creativist title ever. i died dead on this one ouch. mlr.,4575,14.73,170.0,89,false,,ASICS Novablast 5 grey,activities/16338509188.fit.gz,,,4575.0,4175.0,14731.2,5.1,3.528,149.0,173.0,2088.0,2124.0,43.5,-0.1,,,89.0,82.0,170.0,155.0,,238.0,941.0,,,89.0,,,,,,,,,232.0,4577.0,,,0.0,,1.0,15207.0,1753974016.0,1.0,21.0,21.0,2.8,0.3,1016.6,3.9,7.1,227.0,0.0,1753965312.0,1754015488.0,0.125,,24861984.0,0.0,1.0,0.12,53096.0,2.0,,,,,,3.22,11032.0,,,,11446.0,0.0,,508.0,200.0,3.642,,,,,,,,,,,,""
15281727484,"Jul 30, 2025, 1:53:47 AM",shake,Run,was gonna go treadmill but my plan was foiled so went outside lol. nice 3 loop tho.,1699,4.83,159.0,9,false,,Nike Invincible 3 grey/pink,activities/16319596078.fit.gz,,,1699.0,1495.0,4838.5,3.597,3.235,60.0,53.0,2154.0,2189.0,16.7,-0.2,,,97.0,81.0,159.0,136.0,,218.0,279.0,,31.0,9.0,,,,,,,,,208.0,1700.0,,,0.0,,1.0,5033.8,1753837184.0,1.0,28.4,28.3,1.0,0.17,1009.9,5.2,7.4,246.0,0.0,1753792384.0,1753842688.0,0.125,,24327008.0,0.0,1.0,0.02,73330.0,1.0,,,,,,2.848,2532.5,,,,4102.0,0.0,,151.0,179.0,3.367,,,,,,,,,,,,""
15277662998,"Jul 29, 2025, 4:52:27 PM",flag 🏠 !,Run,6x45sec after mile 4 which was way harder than it should have been. toastyyy out there.,3417,11.27,168.0,39,false,,ASICS Novablast 5 grey,activities/16315298152.fit.gz,,,3417.0,3110.0,11277.0,4.739,3.626,93.0,100.0,2125.0,2152.0,42.9,0.0,,,90.0,82.0,168.0,147.0,,243.0,651.0,,33.0,39.0,,,,,,,,,236.0,3419.0,,,0.0,,1.0,11559.5,1753804800.0,1.0,25.0,26.0,-0.2,0.19,1016.3,3.3,6.5,222.0,0.0,1753792384.0,1753842688.0,0.125,,24861984.0,0.0,1.0,0.0,65320.0,5.0,,,,,,3.3,9955.5,,,,8624.0,0.0,,392.0,203.0,3.717,,,,,,,,,,,,""
15266398807,"Jul 28, 2025, 6:20:26 PM",6x10sec gradual hill,Run,emphasis on the gradual haha but oh well.,334,0.81,155.0,2,false,,Nike Invincible 3 grey/pink,activities/16303295605.fit.gz,,,334.0,257.0,814.0,5.917,2.44,28.0,28.0,2164.0,2173.0,26.1,0.1,,,109.0,73.0,155.0,143.0,,218.0,62.0,,35.0,2.0,,,,,,,,,182.0,335.0,,,0.0,,1.0,904.6,1753725568.0,1.0,27.8,27.6,0.5,0.17,1014.2,5.0,9.3,210.0,0.0,1753705984.0,1753756416.0,0.125,,24327008.0,0.0,1.0,0.01,66760.0,10.0,,,,,,2.437,0.0,,,,734.0,0.0,,22.0,157.0,3.52,,,,,,,,,,,,""
15266263332,"Jul 28, 2025, 5:24:26 PM",new/old trail,Run,"new connection to a throwback run spot! hot today & late start, but felt ok being back 🆙",2942,9.66,160.0,27,false,,Nike Invincible 3 grey/pink,activities/16303152921.fit.gz,,,2942.0,2791.0,9668.0,3.817,3.463,105.0,117.0,2125.0,2178.0,28.8,-0.2,,,87.0,81.0,160.0,143.0,,233.0,560.0,,35.0,27.0,,,,,,,,,229.0,2944.0,,,0.0,,1.0,10002.1,1753721984.0,1.0,27.0,27.6,0.6,0.18,1014.8,3.8,9.2,210.0,0.0,1753705984.0,1753756416.0,0.125,,24327008.0,0.0,1.0,0.0,66910.0,8.0,,,,,,3.286,8354.5,,,,7618.0,0.0,,318.0,197.0,3.584,,,,,,,,,,,,""
15255970153,"Jul 27, 2025, 4:39:12 PM",hiding from humidity,Run,"blame it on leo, he was dodging the heat lol. quite a nice treadmill tho.",2833,9.74,134.0,9,false,,ASICS Novablast 5 grey,activities/16292119300.fit.gz,,,2833.0,2794.0,9741.5,4.12,3.487,0.0,0.0,0.0,0.0,0.0,0.0,,,88.0,79.0,134.0,120.0,,,397.0,,28.0,9.0,,,,,,,,,,,,,0.0,,1.0,9741.5,,,,,,,,,,,,,,,,24861984.0,,,,,,,,,,,3.439,0.0,,,,7340.0,0.0,,,,,,,,,,,,,,,,""
15242931400,"Jul 26, 2025, 1:16:39 PM","📍columbus, ohio!",Run,"long run w a workout (4xmile up, mile normal). so hot and sweaty😅😮‍💨 owen’s wedding 🔜🔜🔜 !!!",5241,17.75,174.0,90,false,,ASICS Novablast 5 grey,activities/16278189492.fit.gz,,,5241.0,4707.0,17751.0,4.739,3.771,94.0,103.0,210.0,222.0,26.1,0.0,,,91.0,83.0,174.0,153.0,,254.0,1049.0,,33.0,90.0,,,,,,,,,250.0,5108.0,,,0.0,,1.0,18075.2,1753534848.0,1.0,24.8,27.5,21.9,0.84,1018.0,1.6,3.2,174.0,0.0,1753525504.0,1753577472.0,0.125,,24861984.0,0.55,5.0,0.31,17303.7,2.0,,,,,,3.387,0.0,,,,13086.0,0.0,,660.0,216.0,3.84,,,,,,,,,,,,""
15227359598,"Jul 25, 2025, 2:25:17 AM",treadmill shake,Run,long ol day.,1398,4.83,126.0,4,false,,Nike Invincible 3 grey/pink,activities/16261434815.fit.gz,,,1398.0,1398.0,4833.0,4.14,3.457,0.0,0.0,0.0,0.0,0.0,0.0,,,85.0,77.0,126.0,117.0,,,190.0,,29.0,4.0,,,,,,,,,,,,,0.0,,1.0,4832.9,,,,,,,,,,,,,,,,24327008.0,,,,,,,,,,,3.457,0.0,,,,3620.0,0.0,,,,,,,,,,,,,,,,""
15222874246,"Jul 24, 2025, 4:09:33 PM",strides,Run,6x18sec,467,0.79,156.0,1,false,,ASICS Novablast 5 grey,activities/16256664079.fit.gz,,,467.0,167.0,798.0,6.711,1.712,23.0,16.0,2093.0,2100.0,28.6,0.8,,,106.0,41.0,156.0,143.0,,293.0,89.0,,31.0,1.0,,,,,,,,,171.0,468.0,,,0.0,,1.0,862.8,1753372800.0,1.0,20.4,21.7,-4.8,0.18,1018.3,2.6,6.1,234.0,0.0,1753360256.0,1753410944.0,0.875,,24861984.0,0.0,1.0,0.0,64230.0,5.0,,,,,,1.709,0.0,,,,548.0,0.0,,28.0,147.0,5.166,,,,,,,,,,,,""
15222451547,"Jul 24, 2025, 3:04:39 PM",🥯🥯🥯,Run,actually felt pretty good today! first half w ellaney 🪻🦄🧘🏼‍♀️,3380,11.27,171.0,58,false,,ASICS Novablast 5 grey,activities/16256217630.fit.gz,,,3380.0,3137.0,11270.0,4.132,3.592,105.0,109.0,2087.0,2109.0,16.9,-0.1,,,96.0,82.0,171.0,152.0,,242.0,692.0,,30.0,58.0,,,,,,,,,236.0,3381.0,,,0.0,,1.0,11597.2,1753369216.0,1.0,17.8,19.2,-4.2,0.22,1018.3,2.4,5.9,284.0,0.0,1753360256.0,1753410944.0,0.875,,24861984.0,0.0,1.0,0.0,57958.0,2.0,,,,,,3.334,7576.0,,,,8674.0,0.0,,387.0,203.0,3.697,,,,,,,,,,,,""
15212098671,"Jul 23, 2025, 4:24:37 PM",futs (north version) 💫,Run,such effort to stay in motion up here lol.,2973,9.74,165.0,44,false,,Nike Invincible 3 grey/pink,activities/16245148884.fit.gz,,,2973.0,2832.0,9741.7,4.0,3.44,93.0,108.0,2104.0,2161.0,42.9,-0.1,,,90.0,82.0,165.0,149.0,,232.0,604.0,,29.0,44.0,,,,,,,,,227.0,2974.0,,,0.0,,1.0,10090.0,1753286400.0,1.0,18.9,18.0,6.3,0.44,1015.6,4.0,6.9,228.0,0.0,1753273728.0,1753324672.0,0.875,,24327008.0,0.0,1.0,0.28,38625.0,5.0,,,,,,3.277,9741.7,,,,7768.0,0.0,,316.0,196.0,3.563,,,,,,,,,,,,""
15205158080,"Jul 23, 2025, 1:58:07 AM",double,Run,6x10sec hills in there somewhere.,2137,5.68,177.0,34,false,,ASICS Novablast 5 grey,activities/16237703492.fit.gz,,,2137.0,1894.0,5682.1,4.386,2.998,91.0,98.0,2159.0,2201.0,47.1,-0.3,,,111.0,79.0,177.0,152.0,,210.0,310.0,,28.0,34.0,,,,,,,,,202.0,2139.0,,,0.0,,1.0,6044.0,1753232384.0,3.0,22.8,19.9,4.3,0.3,1008.9,4.2,6.4,240.0,0.0,1753187328.0,1753238272.0,0.875,,24861984.0,0.08,5.0,1.0,50658.0,1.0,,,,,,2.659,2723.5,,,,4980.0,0.0,,180.0,174.0,3.191,,,,,,,,,,,,""
15199711379,"Jul 22, 2025, 3:55:03 PM",📬,Run,bro sabine was zooming 😅,1806,6.45,166.0,26,false,,Nike Invincible 3 grey/pink,activities/16231947416.fit.gz,,,1806.0,1788.0,6450.8,4.167,3.607,40.0,51.0,2068.0,2087.0,18.2,-0.1,,,101.0,83.0,166.0,149.0,,244.0,384.0,,27.0,26.0,,,,,,,,,242.0,1808.0,,,0.0,,1.0,6570.6,1753196416.0,2.0,16.5,14.5,9.2,0.62,1015.2,4.1,6.7,236.0,0.1,1753187328.0,1753238272.0,0.875,,24327008.0,0.11,5.0,0.59,29774.0,2.0,,,,,,3.572,6360.0,,,,4978.0,0.0,,218.0,209.0,3.675,,,,,,,,,,,,""
15188320663,"Jul 21, 2025, 3:37:14 PM",futs,Run,"actually felt much better than expected yay. haven’t gone this far this direction before, it was nice!!",2970,9.66,164.0,26,false,,Nike Invincible 3 grey/pink,activities/16219592292.fit.gz,,,2970.0,2821.0,9661.3,5.0,3.425,81.0,82.0,2073.0,2116.0,18.2,0.0,,,87.0,82.0,164.0,142.0,,233.0,560.0,,27.0,26.0,,,,,,,,,228.0,2972.0,,,0.0,,1.0,9955.5,1753110016.0,3.0,17.5,14.9,8.9,0.57,1015.4,3.4,5.5,243.0,0.0,1753100928.0,1753151872.0,0.875,,24327008.0,0.45,5.0,1.0,30821.0,2.0,,,,,0.0,3.253,8968.3,,,,7776.0,0.0,,319.0,197.0,3.529,,,,,,,,,,,,""
15179250319,"Jul 20, 2025, 4:40:31 PM",first flag run!! 🚩,Run,avoiding woody at all costs lolol.,2112,6.76,163.0,16,false,,Nike Invincible 3 grey/pink,activities/16209582940.fit.gz,,,2112.0,2002.0,6762.0,4.2,3.378,66.0,82.0,2151.0,2187.0,16.7,-0.3,,,90.0,82.0,163.0,139.0,,226.0,389.0,,32.0,16.0,,,,,,,,,221.0,2114.0,,,0.0,,1.0,6934.3,1753027200.0,3.0,22.7,21.3,6.1,0.34,1014.5,2.4,4.2,287.0,0.0,1753014400.0,1753065472.0,0.875,,24327008.0,0.0,1.0,0.96,46602.0,4.0,,,,,0.0,3.202,2654.5,,,,5510.0,0.0,,213.0,191.0,3.464,,,,,,,,,,,,""
15154142549,"Jul 18, 2025, 10:38:44 AM",river long run,Run,this was a slogggg but gotter done. travel tomorrow = very condensed week 😅,5061,16.10,154.0,32,false,,Nike Invincible 3 grey/pink,activities/16182004203.fit.gz,,,5061.0,4617.0,16101.0,5.0,3.487,58.0,60.0,-5.0,6.0,27.3,0.0,,,94.0,81.0,154.0,138.0,,233.0,864.0,,32.0,32.0,,,,,,,,,228.0,4993.0,,,0.0,,1.0,16369.4,1752832768.0,2.0,21.7,22.0,17.3,0.76,1013.9,2.7,4.9,200.0,0.0,1752811776.0,1752869120.0,0.75,,24327008.0,0.35,5.0,0.57,26484.0,5.0,,,,,0.0,3.181,14230.0,,,,12590.0,,,537.0,197.0,3.545,,,,,,,,,,,,""
15143324185,"Jul 17, 2025, 11:19:45 AM",cooldown,Run,ugh.,1456,3.72,159.0,10,false,,Saucony Endorphin Speed 3 light blue,activities/16170154553.fit.gz,,,1456.0,1105.0,3725.0,4.5,3.371,22.0,25.0,7.0,22.0,17.4,0.1,,,86.0,82.0,159.0,147.0,,220.0,225.0,,30.0,10.0,,,,,,,,,201.0,1458.0,,,0.0,,1.0,3827.5,1752749952.0,3.0,21.7,20.4,18.1,0.8,1017.9,4.5,7.3,230.0,0.0,1752725248.0,1752782720.0,0.625,,21228764.0,0.22,5.0,0.74,17841.0,5.0,,,,,0.0,2.558,91.0,,,,3020.0,,,121.0,173.0,3.464,,,,,,,,,,,,""
15143044430,"Jul 17, 2025, 10:50:31 AM",tempooooos,Run,"2mi @ long T, 2x4min @ T. felt tough the whole way, def don’t feel in shape, but solid one.",1578,6.34,175.0,35,false,,Saucony Endorphin Speed 3 light blue,activities/16169856386.fit.gz,,,1578.0,1525.0,6347.0,6.0,4.162,53.0,56.0,12.0,28.0,22.2,0.0,,,89.0,84.0,175.0,163.0,,281.0,365.0,,28.0,35.0,,,,,,,,,281.0,1579.0,,,0.0,,1.0,6469.2,1752746368.0,3.0,21.4,20.4,17.6,0.79,1018.0,4.1,6.9,231.0,0.1,1752725248.0,1752782720.0,0.625,,21228764.0,0.23,5.0,0.72,16679.0,5.0,,,,,0.0,4.022,0.0,,,,4314.0,,,257.0,242.0,4.242,,,,,,,,,,,,""
15142651067,"Jul 17, 2025, 10:18:00 AM",warmup,Run,"traversing downtown brighton oop. quick turnaround, feels like i literally just worked out lol.",1213,3.63,149.0,3,false,,Saucony Endorphin Speed 3 light blue,activities/16169434427.fit.gz,,,1213.0,1031.0,3635.0,5.2,3.526,10.0,20.0,6.0,23.0,28.6,-0.2,,,87.0,83.0,149.0,131.0,,229.0,178.0,,28.0,3.0,,,,,,,,,214.0,1215.0,,,0.0,,1.0,3673.0,1752746368.0,3.0,21.2,19.9,17.6,0.8,1018.0,4.2,6.8,233.0,0.1,1752725248.0,1752782720.0,0.625,,21228764.0,0.2,5.0,0.76,18075.0,4.0,,,,,0.0,2.997,59.5,,,,2850.0,,,114.0,184.0,3.563,,,,,,,,,,,,""
15131841997,"Jul 16, 2025, 10:22:35 AM",recov,Run,except with hills ⛰️ some gorg sections of trail!🌲,2380,6.55,169.0,13,false,,Nike Invincible 3 grey/pink,activities/16157593011.fit.gz,,,2380.0,1901.0,6551.0,5.0,3.446,124.0,117.0,44.0,141.0,23.1,-0.1,,,86.0,82.0,169.0,140.0,,234.0,363.0,,30.0,13.0,,,,,,,,,218.0,2381.0,,,0.0,,1.0,6939.7,1752659968.0,1.0,21.0,19.8,12.9,0.6,1016.2,5.4,9.6,276.0,0.0,1752638720.0,1752696448.0,0.625,,24327008.0,0.0,1.0,0.22,33983.0,6.0,,,,,0.0,2.753,5842.5,,,,5254.0,,,233.0,188.0,3.651,,,,,,,,,,,,""
15126521053,"Jul 15, 2025, 6:33:56 PM",down,Run,phew😅,522,1.61,150.0,2,false,,Saucony Endorphin Speed 3 light blue,activities/16151720155.fit.gz,,,522.0,522.0,1614.3,3.42,3.093,0.0,0.0,0.0,0.0,0.0,0.0,,,83.0,80.0,150.0,139.0,,,92.0,,29.0,2.0,,,,,,,,,,,,,0.0,,1.0,1613.8,,,,,,,,,,,,,,,,21228764.0,,,,,,,,,,0.0,3.093,0.0,,,,1390.0,,,,,,,,,,,,,,,,,""
15126520376,"Jul 15, 2025, 5:57:23 PM",fartlek,Run,"1,2,3,2,1,2,3,2,1 @ 5:51, 5:51, 6:00, 5:51, 5:41, 5:51, 6:00, 5:51, 5:41 (w/ 1,1,2 jog recov). this was hardddd 😮‍💨 & nearly fell off the treadmill lmao.",1716,6.76,177.0,33,false,,Saucony Endorphin Speed 3 light blue,activities/16151719407.fit.gz,,,1716.0,1681.0,6764.2,4.7,4.024,0.0,0.0,0.0,0.0,0.0,0.0,,,88.0,83.0,177.0,159.0,,,356.0,,30.0,33.0,,,,,,,,,,,,,0.0,,1.0,6764.2,,,,,,,,,,,,,,,,21228764.0,,,,,,,,,,0.0,3.942,0.0,,,,4368.0,,,,,,,,,,,,,,,,,""
15126520345,"Jul 15, 2025, 5:39:05 PM",up,Run,"too windy, treadmill.",501,1.63,157.0,3,false,,Saucony Endorphin Speed 3 light blue,activities/16151719408.fit.gz,,,501.0,501.0,1630.4,3.74,3.254,0.0,0.0,0.0,0.0,0.0,0.0,,,81.0,79.0,157.0,136.0,,,85.0,,29.0,3.0,,,,,,,,,,,,,0.0,,1.0,1630.2,,,,,,,,,,,,,,,,21228764.0,,,,,,,,,,0.0,3.254,0.0,,,,1332.0,,,,,,,,,,,,,,,,,""
15120175502,"Jul 15, 2025, 10:29:12 AM",shake,Run,literally being blasted by wind 🌬️,1514,4.84,,,false,,Nike Invincible 3 grey/pink,activities/15120175502.gpx,,,1514.0,1412.0,4842.4,5.36,3.429,22.4,19.6,21.3,32.2,11.1,0.0,,,,,,,,,380.0,,,,,,,,,,,,,,,,0.0,,1.0,4871.4,1752573568.0,8.0,18.3,13.4,13.1,0.72,1017.5,8.8,14.4,228.0,0.1,1752552320.0,1752610048.0,0.625,,24327008.0,0.34,5.0,0.74,16804.0,4.0,,,,,0.0,3.198,0.0,,,,3708.0,,,,,3.45,,,,,,,,,,,,""
15112067526,"Jul 14, 2025, 3:32:38 PM",trails!,Run,so so nice.,1922,6.44,161.0,7,false,,Nike Invincible 3 grey/pink,activities/16136017813.fit.gz,,,1922.0,1863.0,6440.8,4.5,3.457,35.0,36.0,-2.0,20.0,9.1,0.0,,,86.0,82.0,161.0,135.0,,233.0,338.0,,29.0,7.0,,,,,,,,,231.0,1924.0,,,0.0,,1.0,6545.7,1752505216.0,8.0,21.2,17.7,13.1,0.6,1015.1,8.4,15.1,233.0,0.0,1752465792.0,1752523776.0,0.625,,24327008.0,0.4,5.0,0.6,32715.0,4.0,,,,,0.0,3.351,6055.0,,,,5092.0,,,211.0,199.0,3.514,,,,,,,,,,,,""
15098279835,"Jul 13, 2025, 8:43:43 AM",undercliff long,Run,blehhhhhh.,4804,14.53,161.0,22,false,,Nike Invincible 3 grey/pink,activities/16120863745.fit.gz,,,4804.0,4335.0,14538.2,4.6,3.354,47.0,60.0,-1.0,31.0,47.6,0.0,,,90.0,81.0,161.0,139.0,,225.0,816.0,,31.0,22.0,,,,,,,,,220.0,4661.0,,,0.0,,1.0,14859.5,1752393600.0,1.0,20.1,22.1,13.8,0.67,1013.1,2.3,4.6,56.0,0.0,1752379392.0,1752437376.0,0.625,,24327008.0,0.0,1.0,0.05,28718.0,3.0,,,,,0.0,3.026,421.7,,,,11758.0,,,466.0,190.0,3.428,,,,,,,,,,,,""
15092595669,"Jul 12, 2025, 6:18:21 PM",Evening Run,Run,"",705,2.21,144.0,2,false,,Nike Invincible Run 3 black&white,activities/16114533529.fit.gz,,,705.0,705.0,2209.8,3.84,3.134,0.0,0.0,0.0,0.0,0.0,0.0,,,87.0,79.0,144.0,134.0,,,118.0,,30.0,2.0,,,,,,,,,,,,,0.0,,1.0,2209.8,,,,,,,,,,,,,,,,21227800.0,,,,,,,,,,0.0,3.134,0.0,,,,1830.0,,,,,,,,,,,,,,,,,""
15092437210,"Jul 12, 2025, 5:52:35 PM",Evening Run,Run,"",1238,5.15,170.0,19,false,,Nike Invincible Run 3 black&white,activities/16114358717.fit.gz,,,1238.0,1238.0,5154.9,4.8,4.164,0.0,0.0,0.0,0.0,0.0,0.0,,,91.0,83.0,170.0,153.0,,,247.0,,30.0,19.0,,,,,,,,,,,,,0.0,,1.0,5154.8,,,,,,,,,,,,,,,,21227800.0,,,,,,,,,,0.0,4.164,0.0,,,,3360.0,,,,,,,,,,,,,,,,,""
